energy_eV_rel_EF,Coact-Oads_16_348_down,Coact-Oads_16_348_up,Coact-Obridge_16_259_down,Coact-Obridge_16_259_up,neighbor-Obridge_51_259_down,neighbor-Obridge_51_259_up
-9.42356,0.01578,0.00599,0,0,0,0
-9.37343,0.1077,0.04209,4e-05,1e-05,1e-05,0
-9.32331,0.13264,0.05604,0.00296,0.00124,0.00109,8e-05
-9.27318,0.03034,0.0156,0.04017,0.01724,0.01496,0.00114
-9.22306,0.00133,0.00102,0.09747,0.04482,0.03782,0.00278
-9.17293,0.00775,0.00527,0.04653,0.02535,0.02007,0.00136
-9.12281,0.15949,0.10893,0.00476,0.00349,0.00251,0.00014
-9.07268,0.57077,0.39471,0.00066,0.00053,0.00026,1e-05
-9.02256,0.38569,0.2745,0.03607,0.02768,0.01218,0.00025
-8.97243,0.10444,0.07301,0.38873,0.29867,0.13152,0.00273
-8.92231,0.65821,0.42522,0.74031,0.5717,0.25213,0.00523
-8.87218,1.40317,0.90858,0.27436,0.21547,0.09568,0.00198
-8.82206,0.57036,0.38491,0.31126,0.23236,0.10556,0.00222
-8.77193,0.0818,0.06864,1.12436,0.83324,0.3784,0.00797
-8.72180,0.28709,0.1354,0.78545,0.58568,0.26373,0.0055
-8.67168,1.00794,0.47158,0.1089,0.0876,0.03553,0.00065
-8.62155,0.81677,0.45373,0.00695,0.00727,0.00184,1e-05
-8.57143,0.33494,0.25364,0.04536,0.02569,0.00668,0.00013
-8.52130,0.52611,0.37226,0.47269,0.26784,0.06959,0.00129
-8.47118,1.29734,0.86281,0.92073,0.5328,0.14012,0.00225
-8.42105,1.36997,0.88184,0.4092,0.25759,0.07436,0.00076
-8.37093,0.66047,0.40919,0.16215,0.12563,0.0249,-0.00073
-8.32080,0.14982,0.08837,0.44038,0.31475,0.05563,-0.00033
-8.27068,0.02098,0.01623,1.50759,1.04373,0.20973,0.00254
-8.22055,0.10346,0.07549,1.36712,0.93758,0.17654,0.00242
-8.17043,0.63863,0.30756,1.0596,0.67918,0.07772,0.00174
-8.12030,1.62434,0.45041,0.88652,0.54724,0.04892,0.00168
-8.07018,1.87542,0.37537,0.19534,0.1233,0.075,0.00811
-8.02005,0.9199,0.20883,0.09145,0.10365,0.87612,0.09257
-7.96992,0.41272,0.10588,0.24392,0.27578,2.48768,0.25295
-7.91980,0.29789,0.09762,0.3004,0.24003,1.76327,0.15946
-7.86967,0.21516,0.15883,0.34946,0.19584,1.06832,0.08588
-7.81955,0.30601,0.10989,0.21372,0.08107,0.63505,0.09266
-7.76942,0.6448,-0.08643,0.30463,0.03151,0.35443,0.10403
-7.71930,0.85789,-0.05045,0.80599,0.08127,0.52789,0.25471
-7.66917,0.85309,0.21351,1.1527,0.11445,0.42885,0.33799
-7.61905,0.79093,0.36175,1.04118,0.16393,0.30522,0.28031
-7.56892,0.608,0.38946,0.44705,0.17604,0.43088,0.13001
-7.51880,0.43286,0.32218,0.47811,0.13978,0.31176,0.13084
-7.46867,0.27628,0.20668,0.40258,0.10293,0.11166,0.0976
-7.41855,0.14664,0.09188,0.4171,0.1762,0.07122,0.05359
-7.36842,0.06645,0.02045,0.81253,0.3066,0.08168,0.05789
-7.31830,0.02296,-0.00511,0.90528,0.42718,0.09946,0.06981
-7.26817,0.00778,0.0024,0.59407,0.23812,0.06566,0.04654
-7.21805,0.00218,0.02954,0.54158,0.10317,0.02349,0.03378
-7.16792,0.00638,0.06,0.38267,0.09051,0.00497,0.03263
-7.11779,0.01022,0.04571,0.27256,0.21562,-0.05842,0.07607
-7.06767,0.00646,0.01868,0.29463,0.36948,-0.2454,0.18744
-7.01754,0.00373,0.01121,0.2286,0.34427,-0.2737,0.17677
-6.96742,0.01405,0.03346,0.12732,0.16088,-0.05896,0.0487
-6.91729,0.04618,0.0975,0.05659,0.04753,0.00456,0.01215
-6.86717,0.05332,0.1481,0.05546,0.03236,0.03227,0.01815
-6.81704,0.04597,0.15685,0.19481,0.10684,0.17012,0.08086
-6.76692,0.05093,0.11874,0.2386,0.13541,0.23077,0.16108
-6.71679,0.03335,0.12162,0.10628,0.0595,-0.16972,0.12416
-6.66667,0.01834,0.20644,0.05151,0.02052,-0.26116,0.06795
-6.61654,0.05073,0.1899,0.02022,0.0022,-0.02746,0.01394
-6.56642,0.09323,0.11538,0.01733,0.00356,0.12585,0.00233
-6.51629,0.07172,0.04166,0.03239,0.00342,0.33353,0.01011
-6.46617,0.03529,0.02985,0.07912,-0.02117,0.23814,0.02247
-6.41604,0.03431,0.05313,0.04647,-0.00019,0.06536,0.03159
-6.36591,0.05741,0.17318,0.04877,-0.01063,0.16425,0.20942
-6.31579,0.03754,0.24827,0.10723,-0.07217,0.40802,0.56367
-6.26566,0.01323,0.1639,0.06217,-0.0427,0.22416,0.31561
-6.21554,0.01063,0.08117,0.01529,-0.00647,0.02471,0.03368
-6.16541,0.01774,0.09672,0.01326,-0.00674,0.0047,0.00279
-6.11529,0.0234,0.15842,0.01672,-0.003,0.00611,0.00322
-6.06516,0.01516,0.13992,0.02323,0.01186,0.02216,0.00761
-6.01504,0.0105,0.0936,0.0444,0.09909,0.2052,0.07196
-5.96491,0.00879,0.13275,0.10345,0.27755,0.58162,0.2059
-5.91479,0.01221,0.1449,0.05803,0.15854,0.34308,0.1224
-5.86466,0.00826,0.15923,-0.00302,0.05263,0.22371,0.10678
-5.81454,0.00912,0.19569,-0.03166,0.13815,0.6554,0.37767
-5.76441,0.0188,0.20157,-0.01445,0.14192,0.4923,0.32981
-5.71429,0.03328,0.14999,-0.00388,0.08122,0.14114,0.15181
-5.66416,0.05205,0.11931,-0.02797,-0.00163,0.12267,0.45198
-5.61404,0.06557,0.13355,-0.03702,-0.04797,0.11212,0.59297
-5.56391,0.07386,0.09933,-0.02225,-0.02679,0.12545,0.1625
-5.51378,0.06474,0.05757,-0.01708,-0.03313,0.16475,0.12144
-5.46366,0.06623,0.00711,-0.01888,-0.02779,0.22192,0.25393
-5.41353,0.06719,0.00564,-0.00207,0.00531,0.26894,0.42326
-5.36341,0.03795,0.06639,0.02946,0.0794,0.20106,0.43818
-5.31328,0.02239,0.06174,0.02419,0.14311,0.13921,0.24077
-5.26316,0.0174,0.03946,0.04482,0.09083,0.14723,0.21969
-5.21303,0.01341,0.06291,0.14239,0.0357,0.33595,0.51398
-5.16291,0.02506,0.15453,0.10456,0.06427,0.27855,0.48432
-5.11278,0.07665,0.3731,0.03444,0.11206,0.23656,0.40266
-5.06266,0.10322,0.44859,0.03998,0.06464,0.34711,0.40734
-5.01253,0.06751,0.32157,0.02273,0.03808,0.21547,0.20663
-4.96241,0.04453,0.24951,0.01327,0.06481,0.11085,0.11299
-4.91228,0.03277,0.20051,0.01226,0.22162,0.10658,0.10591
-4.86216,0.01406,0.18099,0.00476,0.52529,0.04269,0.07137
-4.81203,0.01063,0.2232,0.00733,0.87309,0.00098,0.07307
-4.76190,0.05344,0.50517,0.01995,0.90709,0.24124,0.15039
-4.71178,0.07334,0.58047,0.04352,1.13631,0.67704,0.24225
-4.66165,0.03683,0.24442,0.03608,0.60094,0.37612,0.16303
-4.61153,0.02597,0.14431,0.03346,0.27656,0.10997,0.06631
-4.56140,0.02966,0.17005,0.02524,0.35824,0.09853,0.04438
-4.51128,0.03695,0.18841,0.01065,0.20555,0.04979,0.05118
-4.46115,0.02611,0.13679,0.00854,0.11485,0.03506,0.1007
-4.41103,0.0139,0.09432,0.01365,0.19796,-0.00155,0.16942
-4.36090,0.01821,0.10492,0.02715,0.27897,0.03961,0.18681
-4.31078,0.03019,0.14404,0.0126,0.19829,0.00869,0.18588
-4.26065,0.02897,0.1359,-0.0036,0.16888,-0.08896,0.31149
-4.21053,0.0166,0.08564,0.00164,0.12533,-0.0482,0.22841
-4.16040,0.00917,0.0631,-0.00069,0.09203,0.00798,0.07774
-4.11028,0.01402,0.03933,-0.00144,0.1194,0.00182,0.04597
-4.06015,0.02262,0.00924,-0.00281,0.0952,0.00074,0.05595
-4.01003,0.02524,-0.03521,-0.00166,0.06418,-0.0147,0.10113
-3.95990,0.01862,-0.05673,-0.00345,0.04618,-0.06542,0.13997
-3.90977,-0.00053,-0.00967,-0.00665,0.07486,-0.16167,0.1554
-3.85965,0.00183,0.02444,-0.00901,0.06479,-0.21821,0.17588
-3.80952,0.01,0.03114,-0.0134,-0.0183,-0.18533,0.15418
-3.75940,0.00909,0.07894,-0.01835,-0.09272,-0.16212,0.15613
-3.70927,0.01061,0.09622,-0.0179,-0.06219,-0.08542,0.1208
-3.65915,0.00804,0.04211,-0.0125,-0.02435,-0.03124,0.05343
-3.60902,0.01015,0.0256,-0.00509,-0.04494,-0.03541,0.02678
-3.55890,0.01182,0.04758,0.00067,-0.0764,-0.03464,0.01325
-3.50877,0.00733,0.05391,0.00444,-0.07466,-0.02239,-0.00186
-3.45865,0.00607,0.02837,0.0012,-0.12149,-0.00129,-0.02277
-3.40852,0.00717,0.01558,-0.00864,-0.15723,0.00616,-0.02769
-3.35840,0.00707,0.00408,-0.00824,-0.11976,0.00158,-0.02206
-3.30827,0.00956,-0.00867,-0.00092,-0.09623,-0.0118,-0
-3.25815,0.00798,-0.00267,0.00266,-0.05903,-0.02825,0.00616
-3.20802,0.00579,0.01587,0.00044,-0.00675,-0.03061,0.00082
-3.15789,0.00432,0.03973,-0.00081,0.03307,-0.02335,0.00524
-3.10777,0.00875,0.0919,-0.0005,0.03609,-0.00667,0.00583
-3.05764,0.0044,0.08616,0.00083,0.02115,-0.00025,-0.00813
-3.00752,-0.01282,0.0301,0.00071,0.0077,-0.00573,-0.03387
-2.95739,-0.02825,0.00381,-0.00017,-0.00013,-0.01052,-0.09825
-2.90727,-0.04157,-0.01063,-0.00607,-0.00603,-0.01107,-0.28895
-2.85714,-0.05833,-0.00397,-0.01429,-0.00425,-0.01069,-0.46765
-2.80702,-0.10009,0.02992,-0.0093,0.00358,-0.00887,-0.25685
-2.75689,-0.10277,0.03457,-0.00427,0.00373,-0.0175,-0.07343
-2.70677,-0.07768,0.00221,-0.0027,0.00422,-0.02395,-0.03093
-2.65664,-0.05273,-0.00369,-0.00154,-0.00017,-0.02325,-0.02727
-2.60652,-0.02984,0.00342,-0.00061,0.00636,-0.01863,-0.01966
-2.55639,-0.01779,0.00303,0.00039,0.0107,-0.01006,-0.00534
-2.50627,-0.01259,0.00646,0.00068,0.00327,-0.00437,-9e-05
-2.45614,-0.01492,0.01233,0.00014,0.00015,-0.00214,0.00058
-2.40602,-0.01663,0.01367,-0.00057,0.00087,-0.00276,-0.00107
-2.35589,-0.01765,-0.00319,-0.00111,-0.00018,-0.00479,-0.01902
-2.30576,-0.02215,-0.02658,-0.001,-0.0006,-0.00981,-0.05465
-2.25564,-0.02835,-0.03254,-0.00702,0.00294,-0.01039,-0.04327
-2.20551,-0.03674,-0.03114,-0.01416,0.00931,0.00123,-0.0254
-2.15539,-0.04483,-0.03415,-0.00095,0.04682,0.02858,-0.02501
-2.10526,-0.03272,-0.03416,0.01399,0.08368,0.05013,-0.0261
-2.05514,-0.02086,-0.03777,-0.00803,0.04677,0.02684,-0.03805
-2.00501,-0.01716,-0.03516,-0.05705,0.00868,-0.00899,-0.04283
-1.95489,-0.01696,-0.01286,-0.06081,0.00739,-0.0056,-0.02667
-1.90476,-0.01836,0.03461,-0.05888,-0.00596,0.01308,-0.02509
-1.85464,-0.01834,0.04736,-0.09591,-0.01468,0.01634,-0.06917
-1.80451,-0.02016,0.00372,-0.11711,-0.00355,0.00838,-0.082
-1.75439,-0.02069,-0.01164,-0.07302,-0.00185,0.00492,-0.05895
-1.70426,-0.01942,-0.01781,-0.02618,0.0006,0.00658,-0.03226
-1.65414,-0.01368,-0.01744,-0.01165,0.00898,0.00337,-0.00782
-1.60401,-0.01443,-0.02448,-0.00286,0.0085,-0.00103,-0.00236
-1.55388,-0.01344,-0.03296,-0.00385,0.00116,-0.00303,-0.00205
-1.50376,-0.00613,-0.0202,-0.00429,0.00307,-0.00232,-0.00158
-1.45363,-0.00685,-0.00664,-0.00066,0.04175,-0.00231,-0.00083
-1.40351,-0.00886,0.00117,9e-05,0.08428,-0.00378,-0.00184
-1.35338,-0.00695,0.00232,-0.00185,0.03744,-0.00076,-0.0114
-1.30326,-0.00434,0.00352,-0.01065,-0.01231,0.00985,-0.0997
-1.25313,-0.00483,0.00731,-0.02033,-0.04506,0.05557,-0.56484
-1.20301,-0.01545,0.01125,-0.02418,-0.04048,0.07928,-0.84345
-1.15288,-0.04667,0.00725,-0.10512,-0.01279,0.02504,-0.31159
-1.10276,-0.05461,-0.00036,-0.26378,-0.01713,-3e-05,-0.04516
-1.05263,-0.02217,-0.00188,-0.13619,-0.00874,-0.00193,-0.00781
-1.00251,-0.01645,-0.00379,-0.01413,-0.00477,-0.0013,-0.00307
-0.95238,-0.03561,-0.00723,-0.00092,-0.00255,-0.00043,-0.00106
-0.90226,-0.05202,-0.00681,-0.01025,0.00121,-7e-05,-0.00012
-0.85213,-0.09914,-0.00962,-0.08271,-0.00395,0.00024,0.00013
-0.80201,-0.08122,-0.00797,-0.13866,-0.01185,0.00081,0.00016
-0.75188,-0.01537,-0.00326,-0.04569,-0.00455,0.00026,3e-05
-0.70175,-0.00454,-0.00369,-0.003,-0.00061,-0.00073,-1e-05
-0.65163,-0.00616,0.00276,-0.00034,-0.00042,-0.00107,0
-0.60150,-0.00641,0.00786,-0.00099,-0.0002,-0.00031,-0
-0.55138,-0.00496,0.00068,-0.01624,-0.00162,-0.0002,-5e-05
-0.50125,-0.00851,-0.01877,-0.05981,-0.00596,-0.0007,-0.00017
-0.45113,-0.0153,-0.02842,-0.04081,-0.00428,-0.00047,-0.00012
-0.40100,-0.01131,-0.01545,-0.0056,-0.00124,-0.00013,0
-0.35088,-0.00961,-0.00721,-0.00059,-0.00022,-0.00048,0
-0.30075,-0.03549,-0.0039,-0.00034,0.00021,-0.00034,-2e-05
-0.25063,-0.10509,-0.00588,-8e-05,6e-05,-6e-05,-1e-05
-0.20050,-0.25218,-0.01165,-2e-05,-2e-05,-2e-05,-3e-05
-0.15038,-0.225,-0.00921,-0.00017,-0.0002,-0.00125,-0.00279
-0.10025,-0.04469,-0.00285,-0.00039,0.00038,-0.01705,-0.03831
-0.05013,-0.0049,-0.00223,-0.00028,0.00191,-0.0409,-0.09207
0.00000,-0.00126,-0.00146,-9e-05,0.00088,-0.0179,-0.04042
0.05013,-0.00024,-0.00046,-1e-05,6e-05,-0.00138,-0.0032
0.10025,-2e-05,-6e-05,-0,0,-2e-05,-5e-05
0.15038,-0,-0,-0,-0,-0,-0
0.20050,-0,-0,-0,-0,-0,-0
0.25063,-0,-0,-0,-0,-0,-0
0.30075,-0,-0,-0,0,-0,-0
0.35088,-0,-0,-0,-0,-0,-0
0.40100,-0,-0,-0,-0,-0,-0
0.45113,-0,-0,-0,-0,-0,-0
0.50125,-0,-0,-0,-0,-0,-0
0.55138,-0,-0,-0,-0,-0,-0
0.60150,-0,-0,-0,-0,-0,-0
0.65163,-0,-0,-0,-0,-0,-0
0.70175,-0,-0,-0,-0,-0,-0
0.75188,-0,-0,-0,-0,-0,-0
0.80201,-0,-0,-0,-0,-0,-0
0.85213,-0,-0,-0,-0,-0,-0
0.90226,-0,-0,-0,-0,-0,-0
0.95238,-0,-0,-0,-0,-0,-0
1.00251,-0,-0,-0,-0,-0,-0
1.05263,-0,-0,-0,-0,-0,-0
1.10276,-0,-0,-0,-0,-0,-0
1.15288,-0,-0,-0,-0,-0,-0
1.20301,-0,-0,-0,-0,-0,-0
1.25313,-0,-0,-0,-0,-0,-0
1.30326,-0,-0,-0,-0,0,-0
1.35338,-0,-0,-0,-0,0,-0
1.40351,-0,-0,-0,-0,0,-1e-05
1.45363,-0,-0,-1e-05,-9e-05,9e-05,-0.00257
1.50376,-0,-0,-0.00053,-0.00339,0.00339,-0.09441
1.55388,-0,-0,-0.00332,-0.02115,0.02104,-0.5789
1.60401,-0,-0,-0.00443,-0.03206,0.03348,-0.68225
1.65414,-0,-0,-0.00385,-0.04982,0.06278,-0.37911
1.70426,-0,-0,-0.00426,-0.04676,0.05052,-0.25253
1.75439,-0,-0,-0.00744,-0.02632,-0.0175,-0.05959
1.80451,-0,-0,-0.01043,-0.02067,-0.02077,-0.01615
1.85464,-0,-0,-0.01683,-0.01959,-0.00236,-0.00569
1.90476,-0,-0,-0.00905,-0.00983,0.00026,-0.00232
1.95489,-0,-0,-0.00123,-0.00212,-0.00145,-0.02597
2.00501,-0,-0,-0.00629,-0.02158,-0.02906,-0.4987
2.05514,-0,-0,-0.02162,-0.07371,-0.09963,-1.68051
2.10526,-0.00013,-9e-05,-0.01622,-0.04948,-0.06874,-1.07179
2.15539,-0.00758,-0.00541,-0.01099,-0.00744,-0.02062,-0.16949
2.20551,-0.08104,-0.05815,-0.02166,-0.01552,-0.03384,-0.08315
2.25564,-0.18275,-0.13195,-0.04772,-0.05846,-0.08739,-0.14917
2.30576,-0.09155,-0.06648,-0.0949,-0.1229,-0.1816,-0.2291
2.35589,-0.00953,-0.00707,-0.09349,-0.0997,-0.15565,-0.19783
2.40602,-0.00065,-0.00252,-0.08845,-0.04793,-0.09223,-0.1436
2.45614,-0.00209,-0.00852,-0.04188,-0.02783,-0.03911,-0.05487
2.50627,-0.00507,-0.01399,-0.01202,-0.02184,-0.01889,-0.00903
2.55639,-0.00442,-0.01063,-0.02071,-0.04573,-0.03394,-0.00942
2.60652,-0.00945,-0.00784,-0.04177,-0.05152,-0.04235,-0.00761
2.65664,-0.12822,-0.08932,-0.10805,-0.0914,-0.08167,-0.01474
2.70677,-0.33546,-0.2336,-0.11908,-0.13642,-0.10471,-0.04508
2.75689,-0.16807,-0.11522,-0.13214,-0.17289,-0.1929,-0.07675
2.80702,-0.04805,-0.02322,-0.17379,-0.15028,-0.28828,-0.06736
2.85714,-0.06032,-0.05095,-0.09153,-0.05495,-0.20437,-0.06504
2.90727,-0.06539,-0.10593,-0.0508,-0.02093,-0.3055,-0.08708
2.95739,-0.07941,-0.09936,-0.05439,-0.01445,-0.35433,-0.10712
3.00752,-0.08563,-0.05296,-0.11289,-0.03334,-0.18815,-0.11524
3.05764,-0.09003,-0.07629,-0.15428,-0.05746,-0.09725,-0.12693
3.10777,-0.09136,-0.14087,-0.09135,-0.07285,-0.12838,-0.10161
3.15789,-0.06744,-0.1587,-0.09093,-0.10312,-0.15631,-0.06949
3.20802,-0.03874,-0.12583,-0.1495,-0.13258,-0.12643,-0.06207
3.25815,-0.01768,-0.09507,-0.1552,-0.11958,-0.10464,-0.06189
3.30827,-0.0041,-0.03476,-0.23429,-0.18368,-0.08136,-0.04155
3.35840,-0.00407,-0.0242,-0.31875,-0.25817,-0.0907,-0.03296
3.40852,-0.00457,-0.01611,-0.47953,-0.32095,-0.08459,-0.03271
3.45865,-0.03172,-0.02928,-0.50033,-0.32056,-0.04852,-0.0554
3.50877,-0.10072,-0.0982,-0.26058,-0.17108,-0.06335,-0.13679
3.55890,-0.10505,-0.14259,-0.20947,-0.12545,-0.0955,-0.15426
3.60902,-0.09408,-0.16486,-0.1767,-0.11267,-0.09995,-0.10713
3.65915,-0.15972,-0.16335,-0.14945,-0.12585,-0.0627,-0.10501
3.70927,-0.19012,-0.15036,-0.12852,-0.12486,-0.04521,-0.09671
3.75940,-0.1429,-0.21455,-0.13241,-0.14059,-0.0501,-0.0924
3.80952,-0.17746,-0.33957,-0.17066,-0.17775,-0.05347,-0.10366
3.85965,-0.33584,-0.66862,-0.1838,-0.20597,-0.10815,-0.11642
3.90977,-0.34954,-0.56043,-0.21335,-0.26048,-0.22005,-0.12342
3.95990,-0.24241,-0.2506,-0.21107,-0.27679,-0.22112,-0.08921
4.01003,-0.46,-0.46402,-0.2553,-0.324,-0.16526,-0.06654
4.06015,-0.45955,-0.70826,-0.30183,-0.25527,-0.14625,-0.0978
4.11028,-0.25058,-0.44942,-0.45279,-0.26756,-0.20166,-0.09359
4.16040,-0.22872,-0.18917,-0.3991,-0.30096,-0.24765,-0.05779
4.21053,-0.22628,-0.13172,-0.26427,-0.28997,-0.23292,-0.03235
4.26065,-0.24135,-0.18699,-0.30246,-0.27673,-0.2072,-0.02181
4.31078,-0.3552,-0.23223,-0.28023,-0.27098,-0.21527,-0.01361
4.36090,-0.44839,-0.31274,-0.27344,-0.26287,-0.25982,-0.00768
4.41103,-0.47411,-0.35009,-0.32229,-0.2738,-0.32079,-0.015
4.46115,-0.31573,-0.33456,-0.30753,-0.29016,-0.30919,-0.0268
4.51128,-0.3707,-0.44299,-0.26527,-0.32203,-0.29992,-0.02556
4.56140,-0.38353,-0.53886,-0.29918,-0.3763,-0.38135,-0.02271
4.61153,-0.40159,-0.38889,-0.26899,-0.33733,-0.3528,-0.01329
4.66165,-0.34574,-0.22973,-0.19737,-0.28705,-0.3229,-0.00904
4.71178,-0.25675,-0.28327,-0.19718,-0.33111,-0.41334,-0.01187
4.76190,-0.35815,-0.31582,-0.27462,-0.41202,-0.50447,-0.01191
4.81203,-0.3561,-0.31561,-0.35093,-0.37797,-0.46717,-1e-05
4.86216,-0.2137,-0.25727,-0.36124,-0.22163,-0.33415,0.00257
4.91228,-0.17964,-0.19858,-0.3751,-0.28405,-0.38364,-0.00357
4.96241,-0.3426,-0.27053,-0.39821,-0.33633,-0.35923,0.00616
5.01253,-0.39729,-0.34953,-0.32212,-0.32082,-0.33369,0.01068
