energy_eV_rel_EF,Coact-Oads_21_347_down,Coact-Oads_21_347_up,Coact-Obridge_21_258_down,Coact-Obridge_21_258_up,neighbor-Obridge_23_258_down,neighbor-Obridge_23_258_up
-9.42356,-0,-0,-0,-0,-0,-0
-9.37343,-0,-0,-0,-0,-0,-0
-9.32331,-0,-0,-0,-0,-0,-0
-9.27318,-0,-0,-0,-0,-0,-0
-9.22306,-0,-0,-0,-0,-0,-0
-9.17293,-0,-0,-0,-0,-0,-0
-9.12281,-0,-0,-0,-0,-0,-0
-9.07268,-0,-0,-0,-0,-0,-0
-9.02256,-0,-0,-0,-0,-0,-0
-8.97243,-0,-0,-0,-0,-0,-0
-8.92231,-0,-0,-0,-0,-0,-0
-8.87218,-0,-0,-0,-0,-0,-0
-8.82206,-0,-0,-0,-0,-0,-0
-8.77193,-0,-0,-0,-0,-0,-0
-8.72180,-0,-0,-0,-0,-0,-0
-8.67168,-0,-0,-0,-0,-0,-0
-8.62155,-0,-0,-0,-0,-0,-0
-8.57143,-0,-0,-0,-0,-0,-0
-8.52130,-0,-0,-0,-0,-0,-0
-8.47118,-0,-0,-0,-0,-0,-0
-8.42105,-0,-0,-0,-0,-0,-0
-8.37093,-0,-0,-0,-0,-0,-0
-8.32080,-0,-0,-0,-0,-0,-0
-8.27068,-0,-0,-0,-0,-0,-0
-8.22055,-0,0,-0,-0,-0,-0
-8.17043,0,0,-0,-0,-0,-0
-8.12030,0,0,-0,-0,-0,-0
-8.07018,1e-05,0,-0,-0,-0,-0
-8.02005,0.002,0.00076,-0,-0,-0,-0
-7.96992,0.06204,0.02352,0,0,0,0
-7.91980,0.35987,0.1364,0,0,0,0
-7.86967,0.5435,0.20014,0,0,0,0
-7.81955,0.59441,0.19331,0.0002,7e-05,5e-05,0
-7.76942,0.48534,0.1446,0.01335,0.00467,0.00312,0.00012
-7.71930,0.39067,0.1165,0.16483,0.0577,0.03834,0.00149
-7.66917,0.47873,0.14618,0.4492,0.1559,0.10247,0.00403
-7.61905,0.4232,0.1217,0.54435,0.17507,0.11024,0.00444
-7.56892,0.35982,0.0968,0.54998,0.15863,0.09345,0.00391
-7.51880,0.38776,0.11777,0.36069,0.09605,0.05031,0.00208
-7.46867,0.39816,0.11703,0.35997,0.08922,0.04608,0.00257
-7.41855,0.43235,0.12053,0.40253,0.10649,0.06288,0.00487
-7.36842,0.33646,0.09356,0.3379,0.09513,0.05772,0.00493
-7.31830,0.60601,0.1988,0.34281,0.09321,0.05423,0.00798
-7.26817,1.20804,0.45439,0.31015,0.09753,0.07153,0.0138
-7.21805,1.49748,0.56832,0.22278,0.06608,0.06937,0.01925
-7.16792,0.96749,0.39946,0.38992,0.09359,0.09159,0.03665
-7.11779,0.60215,0.25578,0.4169,0.11471,0.09713,0.04645
-7.06767,0.59846,0.23506,0.26896,0.09525,0.07025,0.03643
-7.01754,0.48425,0.20867,0.25281,0.07817,0.06807,0.0543
-6.96742,0.41109,0.15946,0.351,0.11906,0.12281,0.09897
-6.91729,0.45102,0.17752,0.30992,0.11137,0.15701,0.13697
-6.86717,0.72411,0.22731,0.24327,0.07011,0.24516,0.32701
-6.81704,1.15577,0.23493,0.40054,0.08648,0.27634,0.4624
-6.76692,1.03621,0.16516,0.83011,0.18278,0.13466,0.29243
-6.71679,0.58134,0.0703,0.97248,0.23921,0.05308,0.1667
-6.66667,0.37138,0.03763,0.90286,0.2125,0.06494,0.12005
-6.61654,0.20691,0.07525,0.82054,0.17317,0.17415,0.14174
-6.56642,0.15409,0.10045,0.47583,0.10342,0.30172,0.18164
-6.51629,0.18232,0.11107,0.35408,0.07008,0.282,0.21004
-6.46617,0.31999,0.16486,0.37429,0.06279,0.15628,0.13566
-6.41604,0.47266,0.22966,0.44249,0.03606,0.05158,0.05702
-6.36591,0.21069,0.11424,0.52386,0.03974,0.05903,0.05146
-6.31579,0.08333,0.02866,0.52058,0.07867,0.10478,0.09597
-6.26566,0.09834,0.02825,0.56687,0.14607,0.1249,0.20383
-6.21554,0.11308,0.09026,0.64245,0.19331,0.09932,0.24898
-6.16541,0.09848,0.1166,0.63478,0.21903,0.06262,0.13578
-6.11529,0.06981,0.10584,0.34373,0.11537,0.02469,0.0395
-6.06516,0.02519,0.06512,0.34507,0.12602,0.01272,0.03653
-6.01504,0.01147,0.01623,0.41417,0.16135,-0.00326,0.07577
-5.96491,0.02467,0.01401,0.22662,0.08371,-0.03567,0.12668
-5.91479,0.02709,0.0303,0.16835,0.05484,-0.01906,0.1169
-5.86466,0.01259,0.02085,0.28307,0.08302,0.02831,0.0525
-5.81454,0.00486,0.02099,0.29361,0.08868,0.04148,0.03545
-5.76441,0.00809,0.0498,0.15954,0.0526,0.03124,0.03815
-5.71429,0.01081,0.08616,0.16914,0.04293,0.03173,0.02313
-5.66416,0.00354,0.23644,0.14354,0.02955,0.02705,0.01883
-5.61404,-0.0102,0.90872,0.12949,0.05357,0.01416,0.03
-5.56391,-0.01339,1.07041,0.19085,0.07127,0.00421,0.04214
-5.51378,0.00406,0.91961,0.15531,0.02648,-0.00205,0.02347
-5.46366,0.00129,0.82113,0.0653,0.00594,0.00104,0.00629
-5.41353,-0.00892,0.5183,0.02723,0.00985,0.00389,0.00301
-5.36341,-0.00716,0.27028,0.02718,0.01429,0.00352,0.00181
-5.31328,-0.00426,0.14266,0.0101,0.00551,0.00106,0.00042
-5.26316,-0.00266,0.13321,0.00072,0.00057,0.00126,0.0007
-5.21303,0.00323,0.13398,-6e-05,0.00294,0.02295,0.01296
-5.16291,0.012,0.09521,-0.00029,0.0099,0.08614,0.04832
-5.11278,0.01265,0.08642,-0.00021,0.00669,0.06061,0.03419
-5.06266,0.01309,0.10303,-6e-05,0.00096,0.0075,0.00578
-5.01253,0.01433,0.0838,-5e-05,0.00019,4e-05,0.00195
-4.96241,0.0154,0.05591,-2e-05,6e-05,5e-05,0.00049
-4.91228,0.01195,0.03466,-0,0,1e-05,2e-05
-4.86216,0.01671,0.02883,1e-05,-1e-05,7e-05,0.00032
-4.81203,0.01878,0.04805,0.00108,-0.00071,0.00969,0.04419
-4.76190,0.01715,0.03523,0.02338,-0.01544,0.21052,0.96001
-4.71178,0.0086,0.07474,0.08656,-0.05718,0.7795,3.55459
-4.66165,0.01432,0.14011,0.05817,-0.03816,0.52535,2.38727
-4.61153,0.02677,0.16393,0.00929,0.00351,0.13465,0.3201
-4.56140,0.01699,0.12825,0.01649,0.05353,0.48029,0.2436
-4.51128,0.01365,0.10954,0.02665,0.06047,0.63737,0.35539
-4.46115,0.01636,0.10207,0.01996,0.00529,0.31834,0.32473
-4.41103,0.00618,0.06481,-0.00343,0.02834,0.12292,0.25332
-4.36090,-0.01116,0.05277,-0.00673,0.04294,0.03869,0.098
-4.31078,-0.01041,0.03529,0.00376,0.0471,0.0395,0.06563
-4.26065,-0.00085,0.03054,0.01216,0.0729,0.01304,0.12142
-4.21053,-0.0061,0.0353,0.01665,0.15958,-0.01009,0.16398
-4.16040,0.00051,0.06363,0.01749,0.31224,0.04939,0.14089
-4.11028,0.02381,0.09354,0.01336,0.41826,0.17787,0.085
-4.06015,0.03722,0.11656,0.00997,0.39375,0.20965,0.05652
-4.01003,0.03289,0.08481,0.00225,0.19778,0.15926,0.05191
-3.95990,0.04433,0.02772,-0.00522,0.12589,0.15783,0.08529
-3.90977,0.04345,0.04012,-0.00467,0.1145,0.14507,0.10211
-3.85965,0.04696,0.03745,-0.0041,0.12808,0.10007,0.08613
-3.80952,0.05099,0.02746,-0.00445,0.13596,0.08716,0.09629
-3.75940,0.0243,0.01901,0.00024,0.13284,0.06919,0.09153
-3.70927,0.00572,0.00665,0.01011,0.12493,0.00802,0.04739
-3.65915,0.00339,0.01659,0.01124,0.0977,-0.0168,0.02064
-3.60902,0.01829,0.05555,0.00772,0.08521,-0.00113,-0.0771
-3.55890,0.02841,0.04547,0.01399,0.03264,0.08515,-0.24751
-3.50877,0.01503,-0.01244,0.03557,-0.00254,0.22849,-0.59559
-3.45865,0.00711,-0.03662,0.03103,0.03188,0.26163,-0.66506
-3.40852,0.00835,-0.04842,0.01412,0.12095,0.16662,-0.26809
-3.35840,0.0087,-0.06333,0.00407,0.18115,0.09187,-0.01857
-3.30827,-0.00139,-0.03052,-0.00286,0.24531,0.0526,0.05227
-3.25815,-0.00155,-0.00676,-0.00388,0.38062,0.01574,0.10339
-3.20802,-0.00014,-0.02004,-0.00643,0.3779,0.014,0.10387
-3.15789,0.00196,-0.06509,-0.01021,0.27526,0.01217,0.07794
-3.10777,0.02314,-0.15035,-0.00899,0.21089,0.01644,0.03488
-3.05764,0.04685,-0.18171,-0.00651,0.15695,0.02132,0.00447
-3.00752,0.02824,-0.11292,-0.01257,0.17017,0.02419,0.00406
-2.95739,0.01549,-0.08764,-0.01795,0.13369,0.00501,0.00139
-2.90727,0.04574,-0.14038,-0.02105,0.16077,0.00152,-0.01634
-2.85714,0.05034,-0.11566,-0.02793,0.26564,0.03339,-0.08388
-2.80702,0.03961,-0.06294,-0.02363,0.3923,0.11305,-0.13416
-2.75689,0.0438,-0.0919,-0.00725,0.34459,0.17589,-0.12837
-2.70677,0.03323,-0.12101,-0.00368,0.2198,0.1687,-0.10188
-2.65664,0.02281,-0.12173,-0.02309,0.20831,0.20901,-0.0805
-2.60652,0.01236,-0.07574,-0.03831,0.20092,0.20923,-0.05033
-2.55639,0.01068,-0.07295,-0.03455,0.14722,0.10652,-0.02739
-2.50627,0.0073,-0.07155,-0.0233,0.14687,0.05198,-0.03027
-2.45614,2e-05,-0.08095,-0.0237,0.17352,0.06096,-0.02831
-2.40602,-0.01125,-0.08554,-0.03008,0.14533,0.06642,-0.02976
-2.35589,-0.02146,-0.06219,-0.02401,0.07099,0.0636,-0.03314
-2.30576,-0.02234,-0.03829,-0.01926,0.04432,0.06868,-0.02627
-2.25564,-0.0244,-0.02092,-0.01912,0.05923,0.05684,0.00048
-2.20551,-0.02768,-0.0358,-0.01211,0.06188,0.01981,0.00728
-2.15539,-0.02983,-0.07569,-0.0055,0.07269,-0.00049,-0.00279
-2.10526,-0.02704,-0.08704,-0.0033,0.05798,-0.00737,-0.00424
-2.05514,-0.02975,-0.0781,-0.0046,0.02622,-0.00049,-0.00948
-2.00501,-0.03512,-0.0543,-0.00752,-0.00231,0.01721,-0.0222
-1.95489,-0.0322,-0.05292,-0.01097,-0.00036,0.0476,-0.05347
-1.90476,-0.02275,-0.06572,-0.01987,0.0594,0.05846,-0.06976
-1.85464,-0.02346,-0.06781,-0.03654,0.10261,0.03113,-0.05203
-1.80451,-0.02402,-0.08994,-0.07193,0.06088,0.01745,-0.06237
-1.75439,-0.04068,-0.11499,-0.06957,0.02542,0.04253,-0.16326
-1.70426,-0.04442,-0.07867,-0.02039,0.01135,0.06588,-0.1873
-1.65414,-0.03305,-0.07435,-0.00029,0.01393,0.08841,-0.15595
-1.60401,-0.02416,-0.09227,0.00141,0.02277,0.06538,-0.10218
-1.55388,-0.01786,-0.09342,0.00096,0.0239,0.01878,-0.03459
-1.50376,-0.01702,-0.16143,0.00268,0.0184,-0.0042,-0.02225
-1.45363,-0.02866,-0.32027,0.00023,0.00973,-0.0089,-0.01298
-1.40351,-0.04832,-0.30167,-0.03051,-0.00213,-0.00671,-0.00138
-1.35338,-0.06187,-0.18471,-0.09176,-0.0122,-0.02437,0.00231
-1.30326,-0.05645,-0.12266,-0.07125,-0.02779,-0.05258,0.0045
-1.25313,-0.05044,-0.12099,0.03216,-0.08643,-0.09052,0.00831
-1.20301,-0.04615,-0.14219,0.06791,-0.19336,-0.16244,0.01722
-1.15288,-0.03833,-0.18449,0.0438,-0.29403,-0.17699,0.02143
-1.10276,-0.03232,-0.20954,0.01387,-0.2358,-0.10658,0.01017
-1.05263,-0.03397,-0.19779,0.00155,-0.1417,-0.10956,0.00848
-1.00251,-0.0361,-0.20498,0.00323,-0.15163,-0.17784,0.0124
-0.95238,-0.03027,-0.2076,0.00337,-0.17805,-0.25387,0.00971
-0.90226,-0.03097,-0.23739,-0.00131,-0.09263,-0.17515,0.0042
-0.85213,-0.02758,-0.24848,-0.00394,-0.04231,-0.08436,0.00294
-0.80201,-0.0275,-0.21345,-0.00462,-0.02708,-0.05339,0.0051
-0.75188,-0.02533,-0.1952,-0.00399,-0.01453,-0.03302,0.00726
-0.70175,-0.01973,-0.18421,-0.00249,-0.00815,-0.01809,0.00572
-0.65163,-0.01818,-0.21244,-0.00063,-0.00881,-0.02201,0.00191
-0.60150,-0.01478,-0.20741,-0.00029,-0.00773,-0.02434,0.00121
-0.55138,-0.01305,-0.11746,-0.00044,-0.00263,-0.00961,0.00069
-0.50125,-0.01618,-0.13936,-0.00014,-0.00039,-0.0013,3e-05
-0.45113,-0.01619,-0.19272,-3e-05,-0.00025,-0.0002,-1e-05
-0.40100,-0.01208,-0.22846,-6e-05,-0.00048,-0.00031,2e-05
-0.35088,-0.01412,-0.3129,-3e-05,-0.00018,-0.00012,1e-05
-0.30075,-0.01904,-0.30616,-1e-05,-1e-05,-1e-05,0
-0.25063,-0.01414,-0.19858,-0,-0,-0,0
-0.20050,-0.00731,-0.23126,-0,-0,-0,-2e-05
-0.15038,-0.00631,-0.34671,-1e-05,-2e-05,-3e-05,-0.0015
-0.10025,-0.0067,-0.3386,2e-05,-0.00032,-0.00058,-0.0253
-0.05013,-0.00809,-0.21236,7e-05,-0.00094,-0.00176,-0.07559
0.00000,-0.00723,-0.08683,-8e-05,-0.00052,-0.00098,-0.0412
0.05013,-0.00623,-0.06306,-0.00012,-6e-05,-0.00012,-0.004
0.10025,-0.00348,-0.05358,-2e-05,-0,-1e-05,-7e-05
0.15038,-0.00052,-0.01265,-0,-0,-0,-0
0.20050,-2e-05,-0.00067,-0,-0,-0,0
0.25063,-0,-1e-05,-0,-1e-05,-2e-05,0.0002
0.30075,-7e-05,-8e-05,-1e-05,-0.0002,-0.00046,0.00443
0.35088,-0.00364,-0.00082,-2e-05,-0.00074,-0.00173,0.01654
0.40100,-0.04462,-0.00616,-2e-05,-0.0005,-0.00117,0.0112
0.45113,-0.10032,-0.01912,-0,-6e-05,-0.00014,0.00135
0.50125,-0.04448,-0.03597,-0,-0,-0,3e-05
0.55138,-0.00694,-0.03587,-0,-0,-0,0
0.60150,-0.00169,-0.00884,-0,-0,-0,0
0.65163,-0.0003,-0.00067,-0,-0,0,0
0.70175,-3e-05,-6e-05,-0,-0,-0,-0
0.75188,-0,-0,-0,-0,-0,-0
0.80201,-3e-05,-0,-0,-0,-0,-0
0.85213,-5e-05,-1e-05,-0,-0,-0,-0
0.90226,-1e-05,-0,-0,-0,-0,-0
0.95238,-0,-0,-0,-0,-0,-0
1.00251,-0,-0,-0,-0,-0,-0
1.05263,-0,-0,-0,-0,-0,-0
1.10276,-0,-0,-0,-0,-0,-0
1.15288,-0,-0,-0,-0,-0,-0
1.20301,-0,-0,-0,-0,-0,-0
1.25313,-0,-0,-0,-0,-0,-0
1.30326,-0,-0,-3e-05,-0,-0,-1e-05
1.35338,-0,-0,-0.00011,-1e-05,-1e-05,-5e-05
1.40351,-0,-0,-0.00026,0.00011,0,-5e-05
1.45363,-0,-0,-0.00087,0.0005,0.0002,-0.00146
1.50376,-0,-0,-0.00105,0.00025,0.00648,-0.04551
1.55388,-0,-0,-0.00158,-0.00069,0.03568,-0.27066
1.60401,-0,-0,-0.00146,-0.00152,0.04992,-0.59616
1.65414,-0,-0,-0.00047,-0.0017,0.0372,-0.69509
1.70426,-0,-0,-0.00053,-0.00051,0.01018,-0.20923
1.75439,-0,-0,-0.00074,-4e-05,0.00049,-0.01149
1.80451,-0,-0,-0.00028,-1e-05,-2e-05,-0.00026
1.85464,-0,-0,-0.00092,-0.00012,-2e-05,-0.00628
1.90476,-0,-0,-0.01999,-0.00115,0.00282,-0.18094
1.95489,-0,-0,-0.09049,-0.00428,0.02328,-1.21826
2.00501,-0,-0,-0.08536,-0.00237,0.04653,-2.21164
2.05514,-0,-0,-0.03395,0.00152,0.0151,-1.05222
2.10526,-0,-0,-0.02206,0.00212,-0.00806,-0.14206
2.15539,-0,-0,-0.00578,0.00048,-0.00273,-0.01317
2.20551,-0,-0,-0.00224,-6e-05,-0.00034,-0.00248
2.25564,-0,-0,-0.00536,-4e-05,-0.00012,-0.00191
2.30576,-0,-0,-0.00303,0,-3e-05,-0.00082
2.35589,-0,-0,-0.00031,0,-1e-05,-0.00011
2.40602,-0,-0,-1e-05,0,-0,-1e-05
2.45614,-0,-0,-0.0001,0,-0,-0.00015
2.50627,-0,-0,-0.00027,1e-05,-1e-05,-0.00041
2.55639,-0,-0,-0.00014,0,-1e-05,-0.00021
2.60652,-0,-0,-0.00021,0,-0,-4e-05
2.65664,-0,-0,-0.00223,3e-05,-1e-05,-0.00022
2.70677,-0,-0,-0.00472,3e-05,-3e-05,-0.00052
2.75689,-0,-0,-0.00232,-3e-05,-4e-05,-0.00035
2.80702,-0.00025,-7e-05,-0.00036,-2e-05,-1e-05,-8e-05
2.85714,-0.00916,-0.0025,-5e-05,-1e-05,-2e-05,-5e-05
2.90727,-0.05851,-0.01585,-0.00228,-0.00036,-0.00078,-0.00231
2.95739,-0.1087,-0.02816,-0.02835,-0.00424,-0.00922,-0.03039
3.00752,-0.13212,-0.03543,-0.07826,-0.01127,-0.02518,-0.08714
3.05764,-0.08795,-0.02981,-0.0913,-0.01329,-0.03076,-0.09792
3.10777,-0.02493,-0.00989,-0.08621,-0.01519,-0.0328,-0.10239
3.15789,-0.01315,-0.00417,-0.04351,-0.0122,-0.01992,-0.05537
3.20802,-0.10841,-0.02893,-0.01809,-0.04167,-0.01573,-0.01955
3.25815,-0.2119,-0.05004,-0.09275,-0.20346,-0.07127,-0.07645
3.30827,-0.12371,-0.02925,-0.17976,-0.24818,-0.10329,-0.12103
3.35840,-0.13456,-0.02882,-0.1439,-0.11233,-0.0681,-0.08402
3.40852,-0.18151,-0.02939,-0.14973,-0.06662,-0.07522,-0.08961
3.45865,-0.10354,-0.01126,-0.1516,-0.10447,-0.08591,-0.14356
3.50877,-0.08027,-0.00771,-0.15657,-0.13442,-0.0976,-0.12262
3.55890,-0.08047,-0.02655,-0.16104,-0.12123,-0.10273,-0.09002
3.60902,-0.12547,-0.0362,-0.18274,-0.07326,-0.09255,-0.09353
3.65915,-0.14415,-0.02265,-0.15911,-0.05489,-0.08332,-0.07356
3.70927,-0.10216,-0.00949,-0.09198,-0.04484,-0.06006,-0.02954
3.75940,-0.07879,-0.00488,-0.04887,-0.03759,-0.04409,-0.03816
3.80952,-0.06503,-0.00292,-0.0385,-0.03007,-0.0412,-0.08665
3.85965,-0.05491,-0.00269,-0.04712,-0.01878,-0.03434,-0.06934
3.90977,-0.03812,-0.00659,-0.10935,-0.02799,-0.0435,-0.10694
3.95990,-0.06445,-0.00667,-0.20145,-0.05644,-0.08682,-0.16771
4.01003,-0.17146,-0.01042,-0.21704,-0.07812,-0.09006,-0.13543
4.06015,-0.25146,-0.02509,-0.41985,-0.18347,-0.11241,-0.10351
4.11028,-0.14901,-0.02131,-0.64674,-0.3965,-0.21051,-0.09612
4.16040,-0.11777,-0.01603,-0.421,-0.35906,-0.2638,-0.08283
4.21053,-0.16841,-0.02271,-0.38449,-0.40225,-0.27042,-0.07462
4.26065,-0.14184,-0.01544,-0.52794,-0.51916,-0.21635,-0.0558
4.31078,-0.14963,-0.01746,-0.50729,-0.64035,-0.23949,-0.06763
4.36090,-0.24308,-0.02919,-0.4758,-0.64498,-0.3258,-0.09755
4.41103,-0.26919,-0.03191,-0.41171,-0.54708,-0.30888,-0.09212
4.46115,-0.18267,-0.02037,-0.3283,-0.55741,-0.26869,-0.06086
4.51128,-0.29165,-0.02089,-0.25232,-0.52798,-0.39381,-0.06356
4.56140,-0.37446,-0.01824,-0.21167,-0.44416,-0.54172,-0.06653
4.61153,-0.39797,-0.03212,-0.23006,-0.27624,-0.5693,-0.05662
4.66165,-0.30407,-0.05115,-0.26918,-0.14346,-0.7058,-0.04975
4.71178,-0.15058,-0.02702,-0.3122,-0.10344,-0.63668,-0.04181
4.76190,-0.29732,-0.0164,-0.3466,-0.09966,-0.39386,-0.02576
4.81203,-0.66153,-0.02962,-0.32978,-0.076,-0.19502,-0.01244
4.86216,-1.08099,-0.0414,-0.39636,-0.05413,-0.12065,-0.00313
4.91228,-0.95887,-0.04271,-0.39381,-0.06352,-0.11398,0.00155
4.96241,-0.43244,-0.02587,-0.23098,-0.0348,-0.06461,-0.00064
5.01253,-0.47428,-0.03749,-0.3731,-0.02512,-0.05841,-0.01132
